address,postcode,latitude,longitude,restaurant_count,restaurant_rating,restaurant_price,arts_count,grocery_count,walk,transit,bike
157 Lambeth Dr,15241,40.324413,-80.06937,2,3.25,2,1,1,16,0,
2931 Fernwald Rd,15217,40.423798,-79.91835,25,3.575,1.555555556,2,7,45,45,50
141 Westfield Ave,15229,40.52096,-80.02745,14,3.428571429,1.357142857,1,3,63,37,
1652 Harvest Hill Dr,15239,40.498974,-79.7654,0,0,0,,,1,16,
5456 Kincaid St,15206,40.465748,-79.932884,59,3.775,2,20,9,84,64,47
437 Crimson Dr,15237,40.54836,-80.09259,1,3.5,2,,,8,0,
4138 Franklin Rd,15214,40.494205,-80.02085,12,4.5,2,3,,28,41,16
1341 Rescue St,15212,40.467274,-79.990746,10,3.9,1.666666667,2,0,62,37,36
1440 Deep Wood Dr,15241,40.34847,-80.089554,2,3,1,0,,4,19,
145 Woodshire Dr,15215,40.493336,-79.88325,21,3.3,1.588235294,2,2,26,39,
397 Toura Dr,15236,40.317543,-79.94488,8,3.375,1.5,,2,6,32,
2619 Stella St,15203,40.423077,-79.96942,47,3.65,1.578947368,14,3,85,49,66
96 W Brentridge Ave,15227,40.367924,-79.97903,33,3.525,1.266666667,3,2,75,42,39
1353 Jeffers St,15204,40.45242,-80.06548,3,2.666666667,1.333333333,0,1,46,43,20
8353 Elaine Dr,15237,40.56215,-80.01072,7,3.571428571,1.714285714,5,3,24,30,
505 Atlantic Ave,15221,40.420208,-79.84824,22,3.475,1.533333333,0,4,61,33,35
1072 Brinton Rd,15221,40.427147,-79.87287,4,3.625,1.333333333,2,3,36,40,
133 Rangley Dr,15209,40.501415,-79.97217,2,3.75,1.5,,1,12,5,
2635 Ingomar St,15216,40.3997,-80.02861,35,3.675,1.277777778,2,3,63,46,25
4506 Camelia St,15201,40.48206,-79.93829,0,0,0,0,2,37,40,36
633 Collins Ave,15206,40.467155,-79.91896,58,3.75,1.588235294,13,6,74,62,73
2615 Mackinaw Ave,15216,40.4001,-80.02758,34,3.6,1.222222222,2,3,59,46,28
1407 Keever Ave,15205,40.434578,-80.054825,20,2.775,1.117647059,3,1,52,38,25
2336 Lucina Ave,15210,40.386024,-79.992195,16,3.1875,1.083333333,,0,55,52,19
544 Highland Pl,15202,40.504456,-80.05436,27,3.7,1.285714286,3,2,34,36,11
115 Wible Run Rd,15209,40.502396,-79.97478,3,3.5,1.333333333,,1,30,8,18
2738 Connecticut Ave,15216,40.400223,-80.0358,36,3.875,1.411764706,2,5,76,46,44
447 Crestview Dr,15239,40.47862,-79.778885,11,3.818181818,1.5,,1,9,22,
1257 Tennessee Ave,15216,40.393097,-80.03288,32,3.65,1.352941176,1,4,81,46,29
1240 Bellaire Pl,15226,40.392838,-80.01091,12,3.583333333,1.3,1,1,49,45,30
298 Sunset Rd,15237,40.579742,-80.04396,7,3.357142857,1.2,2,2,26,23,16
240 Delano Dr,15236,40.332863,-79.95497,16,3.84375,1.636363636,0,5,39,33,
1420 Key Ave,15216,40.396843,-80.03246,32,3.625,1.352941176,1,4,82,47,43
634 Montclair St,15217,40.42014,-79.934814,12,3.541666667,1.142857143,0,5,61,48,37
1610 Loretta Dr,15235,40.49452,-79.79658,0,0,0,,1,21,28,7
338 Ingomar St,15216,40.40004,-80.029144,35,3.625,1.277777778,2,3,53,47,25
1678 Jancey St,15206,40.484623,-79.92779,33,3.925,1.785714286,0,3,55,44,38
4304 Charlemagne Cir,15237,40.54428,-80.01686,44,2.875,1.529411765,6,3,52,32,
1638 McFarland Rd,15216,40.3941,-80.04607,28,3.475,1.666666667,6,4,73,47,
230 Inglewood Dr,15228,40.362907,-80.05697,21,3.6,1.923076923,2,2,22,21,11
1334 Lowrie St,15212,40.459923,-79.98735,62,4.025,1.933333333,19,9,61,51,66
421 Jefferson Dr,15228,40.369114,-80.03843,22,3.5,1.684210526,4,1,47,49,31
13 E Prospect Ave,15205,40.444996,-80.06498,22,3.85,1.333333333,3,1,54,48,36
111 Inverness Dr,15237,40.565746,-80.04165,4,4.375,1.333333333,2,,26,0,9
211 S Lexington Ave,15208,40.447098,-79.90014,11,4,1.4,4,1,75,60,89
221 Dunseith St,15213,40.441185,-79.96515,59,3.65,1.230769231,9,6,78,70,35
471 Norton St,15211,40.42455,-80.01135,28,3.625,1.55,3,3,66,68,47
312 Bracken Ave,15227,40.376846,-79.97962,39,3.575,1.142857143,2,3,71,62,
313 Union Ave,15202,40.50372,-80.06131,32,3.225,1.235294118,3,2,54,37,
5175 Dresden Way,15201,40.48005,-79.95419,34,4,1.588235294,19,2,76,42,72
5522 Dellaglen Ave,15207,40.36784,-79.92048,4,3.5,1.5,2,,13,33,11
6215 Kentucky Ave,15206,40.45377,-79.92212,55,3.45,1.529411765,20,11,82,69,84
1109 Duffield St,15206,40.478043,-79.93219,3,4.5,1.5,0,2,30,47,44
2271 Lynnbrook Ave,15226,40.396973,-80.00917,4,3.75,1.666666667,1,0,31,51,21
368 Bartola St,15243,40.364468,-80.09219,4,4.125,2,1,1,15,35,
427 Pearce Rd,15234,40.38243,-80.01848,13,3.576923077,1.272727273,1,1,25,33,
3241 Gaylord Ave,15216,40.38851,-80.03983,53,3.5,1.470588235,7,4,72,49,41
1224 Robinia Dr,15221,40.462097,-79.884865,4,4.625,2,1,,19,42,
312 Lamplighter Cir,15212,40.485966,-80.02647,6,3.666666667,1,3,0,14,40,25
141 Betty Jane Ct,15235,40.471214,-79.84559,4,3.875,1,0,,8,29,
4765 Lougean Ave,15207,40.37613,-79.911156,11,3.590909091,1.25,2,0,35,30,14
246 Sheryl Ln,15221,40.43051,-79.8602,6,3.833333333,1.5,0,0,17,33,6
812 N Negley Ave,15206,40.472084,-79.92576,29,3.775,1.823529412,11,3,66,50,59
1029 Shreve St,15212,40.471394,-79.99821,2,4,2,1,0,14,41,23
102 Locust Ct,15237,40.536446,-80.02527,13,3.269230769,1.454545455,3,1,53,32,
1601 McBride St,15207,40.369553,-79.9106,5,4.1,1.333333333,2,1,31,30,19
6814 Ridgevue Dr,15236,40.318554,-79.98754,4,3.375,1.5,0,,11,15,
101 Jamestown Dr #B,15216,40.39301,-80.056076,15,3.266666667,1.615384615,2,4,53,38,
1551 Obey St,15205,40.441437,-80.05222,1,5,0,1,1,36,41,26
1653 Trinity St,15206,40.48709,-79.93104,23,4.125,1.666666667,0,2,42,46,42
2047 Swallow Hill Ct,15220,40.397022,-80.07617,21,3.275,1.857142857,1,2,19,35,9
1118 Fabyan St,15212,40.470806,-79.996124,3,4.166666667,2,1,0,30,40,30
1115 Graham Blvd,15235,40.44642,-79.859055,1,3.5,1,,0,34,36,
626 Lamarido St,15226,40.40005,-80.01368,16,3.71875,1.153846154,1,1,29,46,16
105 Quail Hill Ln,15238,40.542767,-79.86861,0,0,0,,,0,0,7
252 Republic St,15211,40.43939,-80.02651,26,3.475,2.117647059,11,0,40,62,18
215 Silver Oak Dr,15220,40.40496,-80.05157,6,3.416666667,1.4,1,2,27,33,
605 Wingate Dr,15205,40.446194,-80.1151,0,0,0,0,,9,21,5
421 Serpentine Dr,15243,40.383812,-80.05478,19,3.421052632,1.666666667,7,2,56,44,37
776 Carriage Cir,15205,40.427074,-80.09972,1,3.5,1,2,,20,0,
1538 Pinehurst Dr,15241,40.347588,-80.084724,2,3,1,0,,10,0,4
434 Macassar Dr,15236,40.343212,-79.97656,14,3.321428571,1.384615385,2,1,45,41,
411 Jacksonia St,15212,40.45729,-80.01187,56,4.125,1.533333333,20,2,26,45,35
397 Center Ave,15229,40.517433,-80.02345,10,3.55,1.5,1,1,64,38,25
29 Marylea Ave,15227,40.372334,-79.97651,36,3.5,1.266666667,3,3,76,44,
3446 Flavian St,15219,40.45929,-79.96174,49,3.975,2,20,7,60,64,49
390 Tampa Ave,15228,40.374146,-80.034096,17,3.588235294,1.625,4,1,65,49,
2714 Carmelita Dr,15241,40.303413,-80.08292,0,0,0,0,,8,0,
317 Stratmore St,15205,40.440384,-80.0566,2,3.25,1,3,1,39,44,17
440 Carnegie Dr,15243,40.38197,-80.05546,16,3.34375,1.642857143,6,2,58,44,21
8027 Broadlawn Dr,15237,40.554836,-80.06331,0,0,0,,,0,0,
4640 Friendship Ave,15224,40.463696,-79.94946,89,3.975,1.684210526,20,5,95,57,95
861 Lochlin Dr,15243,40.363155,-80.0756,1,3.5,1,0,,5,25,2
3532 Corona St,15212,40.480297,-80.03202,11,3.545454545,1.333333333,1,2,50,42,49
4600 N Emblem Dr,15227,40.358013,-79.97923,15,3.466666667,1.230769231,4,2,49,42,
613 Worth St,15217,40.446186,-79.91246,24,3.575,1.789473684,6,4,59,52,82
1521 Loretta Dr,15235,40.492264,-79.79896,0,0,0,,1,16,28,
222 Alpine Ave,15212,40.458458,-80.01066,48,4.125,1.6,20,2,74,55,54
26 Afton Ave,15205,40.438572,-80.0754,13,3.576923077,1.111111111,3,1,62,43,
1076 Flemington St,15217,40.42631,-79.92816,61,3.7,1.533333333,4,7,82,51,63
8298 E Van Buren Dr,15237,40.55769,-80.049675,0,0,0,2,,1,0,
2820 Connecticut Ave,15216,40.399475,-80.03668,36,3.8,1.411764706,2,5,77,46,35
249 Kingston Dr,15235,40.434975,-79.811066,12,3.416666667,1.555555556,1,4,37,25,
5518 Sagebrush Dr,15236,40.335785,-79.98756,6,3,1,1,1,34,26,14
125 Skyline Dr,15239,40.45826,-79.71192,13,3.076923077,1.416666667,,1,18,21,
4347 Willow Heath Dr,15234,40.353725,-80.03384,9,3.444444444,1.666666667,1,1,27,54,
210 Hollywood St,15205,40.442734,-80.05454,1,5,0,2,1,30,44,18
4603 Clubvue Dr,15236,40.356373,-79.982765,16,3.5,1.230769231,4,1,38,44,12
199 Seneca Dr,15228,40.36169,-80.059,14,3.285714286,1.9,2,2,16,21,11
1646 Larsen Dr,15243,40.36538,-80.07745,4,4.125,1.5,0,,10,26,
6962 Saltsburg Rd,15235,40.476227,-79.797615,1,4,1,,1,27,28,
108 Richbarn Rd,15212,40.48741,-80.036736,10,3.35,1.285714286,,1,52,40,19
1609 El Paso St,15206,40.485733,-79.93113,23,4.125,1.666666667,0,3,41,47,43
2404 Red Oak Dr,15220,40.402927,-80.0485,11,3.681818182,1.5,2,4,56,34,32
1417 Brookline Blvd,15226,40.392593,-80.00841,5,3.7,1.5,1,1,53,48,20
4765 Frich Dr,15227,40.358368,-79.97552,13,3.307692308,1.2,4,1,41,41,
2808 Crosby Ave,15216,40.40193,-80.038704,36,3.825,1.333333333,2,4,75,45,36
1219 Rolling Meadow Rd,15241,40.34618,-80.09908,3,3,2,0,0,8,25,
9464 Saltsburg Rd,15239,40.482162,-79.72239,0,0,0,,,6,0,
2244 Lynnbrook Ave,15226,40.39771,-80.00837,3,3.666666667,1.5,1,0,16,50,5
5614 McCandless Ave,15201,40.48138,-79.942505,1,3.5,1,4,2,31,39,20
505 S Trenton Ave,15221,40.44106,-79.89206,19,3.736842105,1.470588235,7,5,69,63,78
1020 Chatham Park Dr #F,15216,40.394306,-80.05809,15,3.3,1.714285714,2,2,39,33,17
627 Kewanna Ave,15234,40.364635,-80.037895,15,3.366666667,1.571428571,1,2,58,49,
209 Clifford Ave,15238,40.504353,-79.856316,18,3.722222222,1.777777778,1,1,19,36,9
309 Elfort Dr,15235,40.493553,-79.79568,0,0,0,,1,23,28,8
2410 Michael Dr,15227,40.395206,-79.95923,2,2.75,0,,,5,0,
643 Sherwood Ave,15204,40.454853,-80.05523,4,3.75,1.333333333,2,1,63,45,39
513 Mary St,15209,40.484005,-79.9743,25,4.125,1.785714286,4,0,62,28,52
519 Idlewood Rd,15235,40.46503,-79.80849,0,0,0,,,5,23,
27 Wheeler Ave,15205,40.445515,-80.0691,19,3.789473684,1.428571429,3,1,50,47,
2228 Manor Ave,15218,40.42056,-79.882545,31,3.325,1.411764706,3,2,67,49,
204 Saint Joseph St,15210,40.413624,-79.98253,11,3.045454545,1.222222222,5,1,66,46,44
199 Saint Joseph St,15210,40.41322,-79.982735,11,3.045454545,1.222222222,5,1,72,46,28
3621 Beechwood Blvd,15217,40.425903,-79.927,51,3.7,1.533333333,4,7,81,48,48
151 Fort Pitt Blvd #805,15222,40.43847,-80.00451,250,3.65,2,20,4,81,89,85
413 Augusta St,15211,40.43571,-80.02364,16,3.25,2.384615385,13,1,45,60,32
755 Franklin Ave,15221,40.440704,-79.88355,19,4.105263158,1.642857143,5,4,79,63,70
2238 Lynnbrook Ave,15226,40.39773,-80.00817,2,3,1,1,0,13,51,13
1408 Langport Dr,15241,40.343185,-80.10678,6,3.083333333,1.5,0,2,9,25,
6927 McClure Ave,15218,40.41989,-79.89791,13,3.461538462,1.090909091,6,3,57,52,57
2106 Lenox Oval,15237,40.54766,-80.01654,42,3.25,1.6,5,3,42,33,19
6623 Northumberland St,15217,40.443058,-79.91418,51,3.575,1.8,9,5,63,52,68
307 Walnut St,15238,40.494373,-79.86236,24,3.7,1.583333333,2,,41,39,31
307 Lehr Ave,15223,40.507023,-79.95559,10,3.15,1.4,1,2,29,25,14
1121 Steuben St,15220,40.44104,-80.04603,4,4.75,1,1,1,35,39,13
131 Penrose Dr,15208,40.449856,-79.90619,12,3.875,1.6,7,1,70,64,88
331 44th St,15201,40.469475,-79.95682,81,3.775,1.625,20,5,85,51,77
1414 Agnes Rd,15227,40.387856,-79.951225,0,0,0,,0,13,25,13
118 Green Commons Dr,15243,40.372913,-80.08832,9,3.555555556,1.777777778,1,0,25,36,
2749 Merwyn Ave,15204,40.45469,-80.04991,1,5,0,2,1,42,50,23
38 Mineola Ave,15229,40.522144,-80.03819,13,3.230769231,1.384615385,1,2,66,37,18
1608 Termon Ave,15212,40.48247,-80.04034,10,3.5,1.428571429,0,1,36,42,35
1400 James St,15212,40.45827,-80.0019,51,3.875,1.4375,20,2,83,55,37
194 Thomas Dr,15236,40.352425,-79.975296,10,3.4,1.333333333,2,1,37,42,16
369 Old Clairton Rd,15236,40.331944,-79.960754,16,3.71875,1.833333333,0,2,47,31,
219 Sieaforth Ave,15216,40.391113,-80.04598,47,3.525,1.666666667,7,4,72,48,41
1124 Stanhope St,15204,40.456173,-80.06482,15,4.3,1.714285714,2,1,48,41,37
1525 Avon Pl,15221,40.45138,-79.85887,3,2.833333333,2,,1,39,37,
9710 Bellcrest Rd,15237,40.58304,-80.0538,5,4,2,1,1,24,19,
557 Allenby Ave,15218,40.430473,-79.89121,40,3.3,1.470588235,7,4,55,49,
102 Aidan Ct,15226,40.381615,-80.01168,14,3.571428571,1.416666667,1,1,39,50,20
307 S Dithridge St #407,15213,40.445633,-79.95005,141,3.175,1.421052632,20,6,76,69,42
5 Standish Blvd,15228,40.36315,-80.04812,19,3.684210526,1.916666667,2,2,47,30,19
415 Summit Dr,15228,40.38114,-80.02548,8,3.8125,1.25,1,2,17,30,14
2411 Greensburg Pike,15221,40.440617,-79.85519,1,4,0,,,22,34,21
129 Buckingham Dr,15237,40.54128,-80.08733,1,3.5,2,,,2,0,
1309 Columbus Ave,15233,40.457794,-80.02629,21,3.125,1.333333333,6,1,62,47,58
2169 Sampson St,15235,40.460716,-79.8605,4,3.125,2,,1,47,36,38
1224 Tennessee Ave,15216,40.392437,-80.03188,29,3.65,1.352941176,2,4,77,45,
430 Allegheny Ave,15239,40.489773,-79.776955,7,3.214285714,1.333333333,,0,36,28,13
11 5th Ave #8A,15222,40.44221,-80.002815,269,3.5,1.666666667,20,4,99,100,84
206 S Linden Ave,15208,40.451668,-79.9118,17,3.411764706,1.428571429,6,5,69,65,72
1893 Springmont Dr,15241,40.345665,-80.06047,27,3.125,1.705882353,3,4,48,46,25
2294 Valera Ave,15210,40.388184,-79.987595,11,3.090909091,1,0,1,61,50,21
2351 Willowbrook Rd,15241,40.32012,-80.07396,2,3.25,2,1,,14,0,5
2609 Graham Blvd,15235,40.45775,-79.85876,4,3.125,2,,1,36,35,36
1135 Raven Dr,15243,40.380653,-80.07201,13,3.5,1.909090909,1,1,29,35,
2370 Groveland St,15234,40.38463,-79.99998,6,3.25,1.333333333,,,39,50,11
2714 Mount Royal Rd,15217,40.42604,-79.91437,45,3.85,1.555555556,4,4,52,46,52
1009 Galveston Ave,15233,40.453053,-80.017105,35,3.3,1.333333333,20,1,83,67,86
2224 Hawthorne Ave,15218,40.421272,-79.88214,31,3.2,1.411764706,4,2,74,51,
1016 Premier St,15201,40.483795,-79.94177,7,3.571428571,1.25,4,2,47,40,24
2412 S Braddock Ave,15218,40.41796,-79.88059,28,3.425,1.466666667,2,2,49,52,
5025 Broad St,15224,40.46673,-79.942825,62,3.975,1.4,20,6,86,56,57
6433 Monitor St,15217,40.42524,-79.91862,30,3.725,1.5,4,7,58,48,58
1265 Benton Ave,15212,40.4847,-80.034904,12,3.25,1.375,,1,58,40,25
5701 Woodmont St,15217,40.44233,-79.92539,76,3.925,1.473684211,12,6,76,58,80
1117 Chislett St,15206,40.47764,-79.92957,6,4.166666667,2,1,2,46,47,72
1122 Cardinal Dr,15243,40.380413,-80.07118,13,3.5,1.909090909,1,1,26,35,
5410 Fredanna St,15207,40.36865,-79.90856,5,4.1,1.333333333,2,1,18,30,7
229 Sprucewood St,15210,40.398827,-79.98474,13,3,1.111111111,,1,44,46,19
146 Overlook Dr,15237,40.53956,-80.06952,1,3.5,1,,1,2,0,1
135 Oakbrook Cir,15220,40.431828,-80.04534,10,3.35,1.142857143,2,2,48,33,29
8 Butterfield Ave,15223,40.499725,-79.95317,19,4.052631579,1.444444444,1,2,14,31,
706 Palace Ct,15227,40.38508,-79.96315,2,2.75,0,,,20,34,10
326 Ashland Ave,15228,40.373787,-80.038536,32,3.5,1.684210526,4,1,60,47,
415 Jayson Ave,15228,40.385376,-80.04958,39,3.825,1.666666667,6,1,70,48,39
316 Caryl Dr,15236,40.333042,-79.960976,16,3.71875,1.833333333,0,2,40,34,15
3740 Old William Penn Hwy,15235,40.44033,-79.822174,5,3.3,1.4,1,1,9,24,
128 N Craig St #411,15213,40.447876,-79.94897,128,3.4,1.611111111,20,6,89,71,79
103 Ryan Dr,15220,40.40188,-80.05981,9,3.055555556,1.5,1,2,29,30,20
120 Nassau Dr,15239,40.488613,-79.70689,1,4,1,,,9,12,
151 McIntyre Rd,15237,40.551445,-80.01048,30,3.1,1.5,4,2,30,31,
139 Guyasuta Rd,15215,40.50696,-79.89003,0,0,0,1,0,6,26,
232 Kinvara Dr,15237,40.539692,-79.99824,4,3.625,1.5,0,0,10,26,
134 Vetter Dr,15235,40.491497,-79.796135,0,0,0,,1,25,28,
45 Hoodridge Ln,15228,40.362675,-80.04468,21,3.575,1.846153846,2,2,51,38,
3931 Woolslayer Way,15224,40.464657,-79.958664,67,3.55,1.625,20,4,87,61,65
1219 Woodbourne Ave,15226,40.388355,-80.01546,17,3.647058824,1.266666667,1,1,62,30,34
5670 Beacon St,15217,40.434216,-79.92499,63,3.975,1.470588235,5,8,91,51,65
315 Conniston Ave,15210,40.407215,-79.99905,5,2.7,1.333333333,0,1,18,62,14
458 Augusta St,15211,40.434708,-80.02476,11,3.590909091,2.4,10,0,40,49,20
2427 Huntington Dr,15241,40.323124,-80.08151,6,4.416666667,2,1,,10,0,8
4 Hemingway St,15213,40.456238,-79.95036,114,3.425,1.4375,20,6,79,66,68
16 Mount Lebanon Blvd,15228,40.36305,-80.04569,21,3.575,1.846153846,2,2,58,38,
522 Brushglen Ln,15236,40.324677,-79.97217,0,0,0,0,,7,0,
3700 Rebecca St,15234,40.362625,-80.019966,24,4.025,1.416666667,1,1,43,52,22
7924 Edgewood Ave,15218,40.426243,-79.88498,36,3.15,1.470588235,7,3,75,50,58
20 Cambria Pt,15209,40.507145,-79.98039,1,3,1,,1,9,11,6
2730 Ford Ave,15235,40.473846,-79.785385,8,3.4375,1.428571429,,1,48,28,25
6501 Ventura Dr,15236,40.31987,-79.994286,4,3.375,1.5,0,,12,17,4
501 Franklin Ave,15221,40.44228,-79.88841,31,3.75,1.578947368,6,4,78,64,72
1747 Helen Dr,15216,40.397255,-80.048,25,3.575,1.6875,3,5,58,42,
2449 Fairway Cir,15237,40.591793,-80.07845,0,0,0,,,1,0,
307 S Dithridge St #609,15213,40.445328,-79.94988,142,3.2,1.368421053,20,6,76,69,42
114 E Crafton Ave,15205,40.436,-80.0624,37,3.375,1.235294118,4,2,58,47,28
305 Broadway Dr,15236,40.333622,-79.96629,15,3.8,1.666666667,0,1,37,31,13
351 Marshall Ave,15214,40.472507,-80.015205,0,0,0,3,1,27,45,24
941 Penn Ave #901,15222,40.444305,-79.99669,264,3.675,1.666666667,20,11,98,100,82
922 Millerdale St,15201,40.476067,-79.93782,13,4.076923077,1.5,15,4,33,41,15
936 Elizabeth St,15221,40.42618,-79.83904,5,3,1.2,1,2,17,22,9
325 Linden Ave,15215,40.4967,-79.93213,22,4.175,1.666666667,1,3,54,39,
111 E Manilla Ave,15220,40.420223,-80.04299,9,3.444444444,1.857142857,,2,35,33,19
120 Violet St,15229,40.517212,-80.05048,0,0,0,,2,16,33,
7220 Schoyer Ave,15218,40.42241,-79.89455,27,3.25,1.411764706,6,2,78,69,53
103 N Duane St,15205,40.444862,-80.07708,13,3.576923077,1.111111111,3,1,37,41,19
100 Denniston St #96,15206,40.458298,-79.91933,50,3.4,1.647058824,15,7,86,68,74
2063 Lucina Ave,15210,40.39178,-79.99306,11,3.272727273,1.111111111,,1,57,57,36
929 Adelaide St,15219,40.453175,-79.95686,108,3.3,1.75,20,7,44,70,35
542 Vale Dr,15239,40.481007,-79.77421,7,4,1.4,,1,31,27,
130 Richey Ave,15214,40.487144,-80.0132,1,4.5,0,3,,22,40,15
484 New Texas Rd,15239,40.472412,-79.73291,1,3.5,1,,,9,22,8
122 Horizon Dr,15237,40.53639,-79.98771,2,3.75,1.5,,,11,28,
214 S Mathilda St,15224,40.464634,-79.94685,77,4.025,1.411764706,20,7,93,56,84
1810 Lowrie St,15212,40.464924,-79.98193,25,3.975,1.733333333,10,2,66,49,75
19 Seneca Rd,15241,40.33635,-80.054695,21,2.95,1.777777778,1,3,34,51,
2045 Pioneer Ave,15226,40.401245,-80.01707,22,3.65,1.235294118,1,1,48,41,20
914 Hurl Dr,15236,40.319466,-79.985596,2,3,0,0,,14,17,7
436 Mohican Ave,15237,40.571484,-80.046,4,3.875,1.333333333,2,1,8,0,
4774 Cypress St,15224,40.45949,-79.948715,96,3.725,1.375,20,6,93,60,91
757 Thompson Run Rd,15237,40.54898,-79.998085,2,3.75,1.5,,,8,28,5
620 Patrick St,15209,40.485786,-79.97145,25,4.125,1.785714286,5,0,52,27,34
493 Lois Dr,15236,40.342823,-80.00146,4,3.875,1.333333333,3,0,20,19,23
455 Crestview Dr,15239,40.47909,-79.77944,13,3.615384615,1.5,,1,31,28,
2736 Bingham Dr,15241,40.311283,-80.108055,1,4,2,0,1,9,0,
1259 Arrowood Dr,15243,40.3672,-80.0687,3,3.333333333,1.666666667,1,,20,27,
304 Dorothy Dr,15235,40.468346,-79.836006,9,3.333333333,1.166666667,1,2,57,52,61
5162 Leona Dr,15227,40.352478,-79.96801,9,3.222222222,1.375,1,,12,39,4
721 Vallevista Ave,15234,40.364162,-80.03602,15,3.466666667,1.571428571,1,1,53,52,
8 Latourelle Ln,15215,40.501137,-79.891495,1,3,1,2,2,8,31,
8535 Winchester Dr,15237,40.563705,-80.01599,17,3.558823529,1.6875,5,3,35,33,18
1480 Mayview Rd,15241,40.338585,-80.10756,2,3.75,2,0,1,6,18,2
246 Trotwood West Dr,15241,40.35361,-80.07194,2,3,2,,,6,16,5
4118 Grizella St,15214,40.4944,-80.0169,12,4.5,2,3,,23,42,13
20 Ralston Pl,15216,40.38734,-80.04811,41,3.575,1.6875,7,3,72,47,43
5104 Lantern Hill Dr,15236,40.363636,-80.0035,12,2.958333333,1.545454545,0,2,43,40,18
1019 Woodbourne Ave,15226,40.39004,-80.01787,21,3.525,1.277777778,1,1,71,27,31
1010 Ellen Dr,15227,40.352184,-79.96679,8,3.1875,1.428571429,1,,27,40,16
50 Fox Pointe Dr,15238,40.52764,-79.91935,1,3.5,3,,,0,0,
1148 Sunrise Dr,15243,40.369244,-80.06348,3,3.333333333,1.666666667,1,,22,28,16
6516 Landview Rd,15217,40.421444,-79.9232,24,3.4,1.529411765,1,6,63,50,54
1935 Walton Ave,15210,40.39394,-79.99435,14,3.107142857,1.090909091,,1,55,58,31
514 Marylea Ave,15227,40.372055,-79.9862,31,3.4,1.266666667,3,3,17,41,
128 N Craig St #909,15213,40.447956,-79.94834,121,3.4,1.555555556,20,7,89,71,79
240 Race St,15218,40.43447,-79.88906,37,3.55,1.5,7,6,61,54,
39 Ruthfred Dr,15241,40.32208,-80.06428,3,3.333333333,1.666666667,,1,15,0,6
776 Baldwin Rd,15207,40.378044,-79.93811,0,0,0,1,,5,22,0
1660 Murray Ave #25,15217,40.438896,-79.92344,62,3.85,1.5,6,5,92,56,85
527 Pennwood Dr,15235,40.455246,-79.8379,4,3,1,1,1,19,32,16
7318 Joshua St,15206,40.468243,-79.891945,1,5,0,1,,42,39,48
1265 Brinton Rd,15221,40.422844,-79.86507,6,3.416666667,1.4,0,2,37,38,21
2430 Edgebrook Ave,15226,40.394566,-80.014725,19,3.763157895,1.25,1,1,59,29,22
227 Sunridge Rd,15238,40.512653,-79.86531,1,3,2,0,,10,12,
168 Arla Dr,15220,40.408176,-80.06046,5,3.3,1.25,0,0,13,32,8
128 N Craig St #714,15213,40.44812,-79.94854,125,3.4,1.611111111,20,6,89,71,79
5455 Keenan Dr,15236,40.338646,-79.98245,12,3.458333333,1.25,2,1,49,34,
436 Demmler Dr,15237,40.56062,-80.03116,18,3.583333333,1.5,7,4,21,28,
269 Oakcrest Ln,15236,40.325996,-79.96528,8,4,2,0,1,17,18,6
10 Waterside Pl,15222,40.462273,-79.97863,58,3.95,1.8,20,9,50,57,68
1642 Rockford Ave,15226,40.3843,-80.012115,14,3.571428571,1.333333333,1,1,36,44,20
102 Old Clairton Rd,15236,40.337715,-79.96354,14,3.892857143,1.727272727,1,0,56,42,
1104 Cornell St,15212,40.484447,-80.03063,9,3.222222222,1.4,1,0,40,43,31
808 Kingsberry Cir,15234,40.35525,-80.04218,11,3.818181818,2,3,3,42,48,
1623 Beryl Dr,15227,40.361256,-79.96106,2,2.25,2,0,0,25,25,
122 Pine Ct,15239,40.47856,-79.748856,2,3.5,2,,,15,25,6
209 Inglewood Dr,15228,40.363148,-80.05585,19,3.684210526,1.916666667,2,2,15,21,
721 Roselawn Ave #B4,15228,40.379066,-80.044044,41,3.825,1.764705882,5,0,85,48,
1114 Lilac St,15217,40.422874,-79.92694,28,3.45,1.470588235,2,6,78,47,54
261 Republic St,15211,40.43893,-80.02621,24,3.375,2.117647059,11,0,40,59,21
521 Abel St,15227,40.399025,-79.97198,1,4,2,,0,14,31,13
104 Mount Ivy Ln,15209,40.51067,-79.98304,2,3.25,1.5,,1,11,11,8
415 Augusta St,15211,40.43558,-80.02376,16,3.25,2.384615385,11,1,50,56,27
3 Hemingway St,15213,40.456738,-79.9502,107,3.525,1.411764706,20,6,76,65,64
154 Sweetbriar Village Trl,15211,40.435314,-80.02293,14,3.285714286,2.454545455,17,1,45,60,32
1906 Fox Way,15203,40.429882,-79.97861,75,3.475,1.45,20,5,96,67,73
3392 Hiwood Dr,15234,40.37247,-80.01638,24,3.925,1.307692308,0,2,23,48,9
14 Christler St,15223,40.49626,-79.94879,19,4.078947368,1.636363636,1,2,46,38,24
499 Roosevelt Ave,15202,40.491516,-80.05934,35,3.05,1.176470588,3,2,66,41,33
533 Dorseyville Rd,15238,40.52917,-79.91538,1,3.5,3,,,3,0,
5023 Glenhurst Rd,15207,40.37536,-79.918434,3,4,1.5,2,0,15,29,5
115 Richey Ave,15214,40.48668,-80.01425,1,4.5,0,3,,25,41,40
