address,postcode,latitude,longitude,restaurant_count,restaurant_rating,restaurant_price,arts_count,grocery_count,walk,transit,bike
1810 Chislett St,15206,40.485577,-79.92524,35,3.725,1.846153846,0,3,55,44,43
7808 Union Ave,15218,40.424366,-79.8839,30,3.325,1.411764706,6,3,74,50,
862-864 Phineas St,15212,40.455452,-79.99512,57,3.775,1.611111111,20,9,89,70,79
2907 Clermont Ave,15227,40.38268,-79.97564,30,3.725,1.25,0,2,62,39,31
649 Dunster St,15226,40.40255,-80.01269,13,3.730769231,1.2,1,1,27,53,12
6508 Martha St,15206,40.486668,-79.93072,23,4.125,1.666666667,0,2,42,46,46
372 S Highland Ave #507,15206,40.45458,-79.92594,69,3.9,2.117647059,20,10,92,70,89
1427 Bellaire Pl,15226,40.39336,-80.00791,4,3.375,1.333333333,1,1,42,48,17
608 Carriage Cir,15205,40.428062,-80.10333,1,3.5,1,2,,19,0,
56 Bellanca Ave,15227,40.381065,-79.97888,33,3.575,1.133333333,0,2,70,41,23
1158 Pennsbury Blvd,15205,40.428627,-80.102425,1,3.5,1,2,,19,0,
2819 Pyramid Ave,15227,40.384094,-79.97453,27,3.85,1.222222222,0,1,66,38,25
3189 Woodridge Dr,15227,40.37676,-79.98787,22,3.4,1.266666667,2,3,40,40,16
3725 Rural Ct E,15221,40.430443,-79.8467,10,4.05,1.714285714,0,1,8,21,
136 Devonwood Dr,15241,40.34049,-80.06776,1,4,0,1,1,12,42,
2446 Old Washington Rd,15241,40.32222,-80.08468,6,4.416666667,2,1,,10,21,14
685 Forest Ave,15202,40.504005,-80.053024,27,3.7,1.285714286,3,2,32,35,
30 Lehigh Ave,15229,40.520443,-80.0467,2,2.75,1.5,,2,30,34,
168 Kensington Dr,15237,40.538208,-80.08361,0,0,0,,,1,0,
2704 Bingham Dr,15241,40.311893,-80.10812,1,4,2,0,1,10,0,
1394 Navahoe Dr,15228,40.359955,-80.04697,21,3.625,1.846153846,2,3,66,21,
1083 Dorset Rd,15213,40.445423,-79.93757,54,3.4,1.363636364,20,5,78,69,53
705 Atlantic Ave,15221,40.417442,-79.84657,20,3.575,1.571428571,0,4,64,43,37
14 Wills St,15211,40.418377,-80.012955,9,3.333333333,1.444444444,0,4,30,65,16
6324 Forward Ave,15217,40.428684,-79.92047,64,3.85,1.5,4,8,81,51,70
11 Perryview Ave,15214,40.49378,-80.02273,12,4.5,2,3,,27,42,35
41 Maytide St,15227,40.384235,-79.979675,31,3.525,1.142857143,0,2,72,40,24
1865 Clayton Ave,15214,40.46104,-80.0112,33,4.05,1.5625,14,2,33,52,27
1687 Laketon Rd,15221,40.4493,-79.86804,9,3.833333333,1.5,,2,56,43,26
4739 Friendship Ave,15224,40.463066,-79.947556,88,3.85,1.5625,20,7,95,58,86
2221 Romine St,15226,40.379463,-80.00482,7,3.214285714,1.285714286,,1,25,51,7
1015 Woodbourne Ave,15226,40.390106,-80.017944,21,3.525,1.277777778,1,1,68,29,41
308 Field Club Ridge Rd,15238,40.51888,-79.855896,1,1,0,1,,3,25,
185 44th St,15201,40.47198,-79.96014,68,3.9,1.611111111,20,5,81,51,91
1805 Tyburn Ln,15241,40.35174,-80.07476,3,3.166666667,1,0,,9,0,
1610 Eckert St,15212,40.471954,-80.03595,13,3.615384615,1.125,0,1,35,40,19
210 Crestview Rd,15235,40.47886,-79.82491,10,3.15,1.333333333,0,2,34,30,12
5618 Ollie St,15207,40.367435,-79.91884,3,4,1.5,2,1,15,33,13
2006 Mountford Ave,15214,40.464035,-80.00732,26,3.875,1.625,12,1,44,48,27
132 S Graham St,15206,40.463245,-79.93596,52,3.9,1.5,20,9,86,66,65
141 Yellowstone Dr,15235,40.474857,-79.814186,9,3.555555556,1.2,0,1,13,27,4
124 Heathmore Ave,15227,40.36834,-79.98171,34,3.525,1.266666667,3,2,74,44,31
2019 Fair Ave,15226,40.403053,-80.01931,24,3.625,1.125,1,1,41,46,14
333 Klamath Dr,15205,40.439995,-80.13552,9,3.611111111,1.666666667,3,,57,24,
1611 Myler St,15212,40.46107,-80.00407,32,4.025,1.6,16,2,45,53,26
1506 Sandhurst Dr,15237,40.567993,-80.070206,1,3.5,2,0,,2,0,8
130 Mardi Gras Dr,15239,40.484966,-79.70761,1,4,1,,,16,0,
8016 Perry Hwy,15237,40.553623,-80.03793,9,3.777777778,1.25,1,1,46,0,
720 Means Ave,15202,40.502735,-80.06127,32,3.225,1.235294118,3,2,54,39,
307 Hamlet Ct,15227,40.38539,-79.96288,2,2.75,0,,,20,27,16
315 Lawn St,15213,40.434494,-79.96316,99,3.525,1.411764706,19,6,69,71,63
5212 Poe Way,15201,40.478317,-79.9506,18,3.944444444,1.642857143,20,2,64,42,43
3506 Valley Dr,15234,40.356476,-80.01939,24,4.025,1.416666667,1,0,24,50,
132 W Brentridge Ave,15227,40.368855,-79.980545,33,3.525,1.266666667,3,2,74,43,
508 Demmler Ct,15237,40.561916,-80.02816,22,3.375,1.611111111,8,3,20,30,
6512 Martha St,15206,40.48658,-79.93053,23,4.125,1.666666667,0,2,42,46,42
1251 Illinois Ave,15216,40.39331,-80.03195,30,3.65,1.352941176,2,4,87,46,
2631 Philadelphia Ave,15216,40.40298,-80.036156,32,3.825,1.277777778,2,5,57,45,18
215 Outlook Dr,15228,40.3717,-80.04716,21,3.825,1.764705882,4,0,49,40,26
2511 Michael Dr,15227,40.39509,-79.96051,2,2.75,0,,,5,0,
101 Merwood Dr,15214,40.500317,-80.02753,13,4.5,1.833333333,0,0,9,41,19
214 Emerson St,15206,40.458866,-79.923584,57,3.825,1.947368421,20,10,95,69,70
2108 Lautner St,15212,40.468723,-79.97827,14,3.857142857,1.538461538,16,3,58,42,50
217 Sterling St,15210,40.41559,-79.97458,14,3.821428571,1.5,10,1,45,45,21
6511 Lilac St,15217,40.423443,-79.92349,29,3.45,1.470588235,2,7,71,47,54
204 Thornberry Dr,15235,40.433,-79.845825,3,3.5,1,0,1,11,20,20
1726 Concordia St,15210,40.397877,-79.986916,12,3.041666667,1,,1,74,51,26
160 Bertha St,15211,40.432697,-80.01201,60,3.675,1.7,20,4,77,78,44
3233 Faronia St,15204,40.45161,-80.06757,4,3,1.25,1,1,56,49,37
1098 Pennsbury Blvd,15205,40.42968,-80.10111,1,3.5,1,2,,12,12,5
1255 Cardinal Dr,15243,40.379574,-80.07476,11,3.5,1.777777778,1,0,17,34,16
492 Serpentine Dr,15243,40.381535,-80.053665,18,3.361111111,1.666666667,5,1,64,45,27
304 Holly Hill Dr,15237,40.518555,-80.0081,24,3.1,1.6875,1,2,13,35,5
271 Castle Rd,15234,40.36276,-80.01348,21,3.975,1.545454545,0,2,28,46,
661 Charlotte Dr,15236,40.345833,-80.006065,1,4,1,2,2,22,17,13
1623 Terrie Dr,15241,40.35118,-80.07603,3,3.166666667,1,0,,2,13,6
256 Orchard Spring Rd,15220,40.39487,-80.06847,20,3.25,1.764705882,0,2,29,32,
13 5th St,15215,40.493713,-79.93627,14,3.535714286,1.5,1,3,55,40,
315 Schwartz Ave,15209,40.495415,-79.95952,8,4.5625,2,0,0,8,28,4
349 S Winebiddle St,15224,40.46092,-79.94313,98,3.8,1.357142857,20,10,87,64,81
2712 Cobden St,15203,40.419632,-79.97012,49,3.725,1.611111111,14,3,50,46,20
845 Jancey St,15206,40.47496,-79.9315,9,3.777777778,1.666666667,12,4,44,46,20
903 Mellon St,15206,40.4726,-79.924286,21,3.775,1.764705882,8,3,70,48,57
5127 Roma Way,15207,40.406086,-79.94471,4,3.875,2,1,2,46,35,47
516 Carolyn Ave,15202,40.502758,-80.055,30,3.425,1.25,3,2,51,37,
2923 Fernwald Rd,15217,40.42385,-79.918076,25,3.575,1.555555556,2,7,45,47,50
336 Ophelia St,15213,40.434353,-79.961914,101,3.6,1.3125,18,6,72,71,62
49 Wilson Dr,15202,40.511932,-80.07648,13,4.461538462,1.666666667,1,2,16,32,4
684 Arbor Ct,15238,40.486103,-79.88649,24,3.25,1.470588235,1,3,33,41,43
1039 Daschbach Dr,15236,40.34963,-79.964165,9,3.5,1.666666667,1,,43,42,23
6331 Glenview Pl,15206,40.469738,-79.91533,27,4.025,1.705882353,5,4,54,47,44
604 Olde Ingomar Ct,15237,40.579334,-80.05969,5,4,2,0,1,27,0,
2240 Lutz Ave,15210,40.389915,-79.98461,18,3.305555556,1,0,1,70,47,29
406 Sunnyland Ave,15227,40.382973,-79.98708,17,3.382352941,1.153846154,0,2,49,47,27
138 Parkhurst St,15212,40.45712,-80.005394,51,3.925,1.625,20,2,86,65,76
335 McMurray Rd,15241,40.31601,-80.07083,2,3.25,2,0,1,22,0,19
253 Breading Ave,15202,40.508564,-80.084076,3,4.166666667,1.666666667,1,,35,34,
243 Parker Dr,15216,40.391644,-80.048775,42,3.425,1.666666667,7,4,66,46,41
1904 Arlington Ave,15210,40.417503,-79.98037,69,3.75,1.555555556,16,1,60,49,48
1932 Bower Hill Rd,15243,40.367634,-80.08513,4,4.125,2,1,,29,30,
602 Wingate Dr,15205,40.446304,-80.11489,0,0,0,0,,7,20,
179 Knox Ave,15210,40.412346,-79.99069,16,3.3125,1.384615385,1,1,75,47,49
418 Sangree Rd,15237,40.53087,-79.99884,16,3.0625,1.583333333,1,1,11,30,15
1213 Transverse Ave,15210,40.404255,-79.984856,15,3.133333333,1.1,0,1,54,47,36
64 Woodland Farms Rd,15238,40.539345,-79.87894,0,0,0,0,,1,0,3
51 Green Glen Dr,15227,40.385838,-79.95343,0,0,0,,0,19,25,7
349 Fisk St,15201,40.466133,-79.957275,76,3.45,1.5,20,5,91,60,85
430 Natchez St,15211,40.428085,-80.01285,36,3.625,1.55,5,3,68,66,33
5006 Dearborn St,15224,40.465645,-79.943634,70,3.925,1.266666667,20,6,91,57,85
139 Del Rio Dr,15236,40.35224,-79.986374,7,4,1.5,4,1,24,41,13
651 Moreland Dr,15243,40.36844,-80.072235,3,3.333333333,1.666666667,1,,11,27,13
3521 Sirius St,15214,40.485123,-80.00597,0,0,0,3,,2,42,10
1103 Edith Ave,15236,40.326286,-79.98777,5,2.9,1.5,0,0,19,16,
228 Coral Dr,15241,40.320686,-80.06797,2,3.25,2,1,1,10,0,4
620 Arbor Ct,15238,40.4859,-79.883354,21,3.25,1.529411765,2,2,31,40,43
506 Penn Vista Dr,15235,40.45481,-79.8428,3,3.5,1,,,26,34,14
48 Burgess St,15227,40.38211,-79.9691,21,4,1.5,0,1,46,36,
240 Colony Ct,15205,40.42876,-80.10129,1,3.5,1,2,,12,12,5
106 Bostwick Dr,15229,40.512802,-80.04876,0,0,0,0,2,32,34,7
2369 Vodeli St,15216,40.400753,-80.027695,35,3.6,1.222222222,2,3,54,47,25
45 Oregon Ave,15205,40.439957,-80.06458,22,3.85,1.333333333,4,2,60,46,
1106 Goettman St,15212,40.45834,-79.99169,59,3.875,1.666666667,20,9,69,68,28
3072 Beechwood Blvd,15217,40.420998,-79.9211,20,3.075,1.647058824,3,6,36,49,47
111 Walpole Dr,15235,40.46392,-79.8436,3,3.5,1,,,34,31,25
4019 Belmont Ln,15236,40.36856,-80.004524,14,2.964285714,1.461538462,,2,18,45,11
914 Saint James St,15232,40.44909,-79.93624,58,3.825,1.8125,20,7,83,72,85
65 Holt St,15203,40.422333,-79.971306,57,3.825,1.722222222,15,4,78,49,64
1642 Hollyrood Rd,15227,40.361805,-79.95921,2,2.25,2,0,0,24,25,7
2525 Morton Rd,15241,40.32295,-80.09751,0,0,0,0,,2,0,1
3256 Eastmont Ave,15216,40.386295,-80.0377,49,3.5,1.5,7,2,56,47,26
182 Shenandoah Dr,15235,40.472588,-79.81698,15,2.933333333,1.181818182,1,3,33,28,
1429 Chislett St,15206,40.481716,-79.92826,11,4.181818182,1.9,0,2,51,44,38
5442 Stanton Ave,15206,40.4724,-79.92943,23,3.675,1.875,12,4,50,48,42
919 Balmoral Dr,15237,40.554726,-80.00806,20,2.775,1.333333333,4,2,11,29,
27 Parke St,15205,40.434353,-80.06979,22,3.85,1.333333333,5,1,65,47,
3800 Lyndell St,15234,40.36141,-80.02235,25,4.025,1.5,1,1,46,53,
120 Maple Ter,15211,40.43181,-80.00875,137,3.575,1.684210526,20,4,82,82,57
2335 Kingwood St,15234,40.378014,-79.99571,6,2.833333333,1,0,1,49,49,18
7319 Beacon Hill Dr,15221,40.4404,-79.862656,2,3.75,1,,,24,40,
4449 Lucerne Ave,15214,40.495518,-80.0448,19,4.105263158,1.666666667,2,2,32,41,21
512 Borland St,15206,40.466984,-79.92451,61,3.85,1.9375,14,10,81,65,95
1245 Havelock Ave,15234,40.36941,-80.00865,16,3.0625,1.428571429,,2,36,46,20
364 Dorothy Dr,15235,40.46956,-79.83934,3,3.5,1,1,1,9,30,7
1424 N Canal St,15215,40.496864,-79.926765,28,3.575,1.6,1,3,51,39,
1426 N Canal St,15215,40.496872,-79.9267,28,3.575,1.6,1,3,53,39,
1421 Manley St,15205,40.431957,-80.05497,21,2.775,1.117647059,3,1,61,38,26
145 Ramage Rd,15214,40.49177,-79.998856,1,4.5,2,1,,1,35,
2528 Heartwood Dr,15241,40.325302,-80.08354,6,4.416666667,2,1,,9,0,
1844 Kiralfy Ave,15216,40.40619,-80.02177,19,3.657894737,1.1875,0,1,36,49,28
425 Lorlita Ln,15241,40.308323,-80.07188,1,3,2,,,10,0,
25 Graper St,15227,40.372852,-79.97441,28,3.65,1.230769231,2,3,72,43,32
325 Macassar Dr,15236,40.344055,-79.9797,12,3.458333333,1.2,2,1,48,41,25
462 Sage Dr,15243,40.37916,-80.05832,9,3.555555556,1.888888889,3,1,42,35,17
907 Heckler Dr,15220,40.423103,-80.049225,28,2.7,1.333333333,1,1,46,34,
327 Lawn St,15213,40.434402,-79.96284,98,3.575,1.352941176,19,6,69,70,51
242 Woodbridge Ct,15237,40.51637,-79.99001,6,3.5,1.333333333,,0,16,25,
957 Connor Rd,15234,40.355602,-80.03664,3,3.5,2,2,2,38,52,8
4607 Corday Way,15224,40.462795,-79.95035,91,3.925,1.631578947,20,5,95,59,97
300 4th Ave #301,15222,40.439213,-80.00105,269,3.9,1.5,20,5,98,100,82
151 Fort Pitt Blvd #905,15222,40.43846,-80.00467,241,3.65,2,20,4,81,89,85
26 Bonel Ct,15227,40.37488,-79.94958,0,0,0,1,,1,23,10
9510 Glendale Rd,15235,40.46539,-79.860794,4,3.125,2,,1,44,34,
325 Orin St,15235,40.460613,-79.85323,0,0,0,,1,33,33,37
700 Collins Ave,15206,40.46738,-79.9182,56,3.825,1.588235294,12,6,76,64,70
1174 Pinewood Dr,15243,40.371067,-80.06817,3,3.333333333,1.666666667,1,,31,29,9
242 Kittanning St,15215,40.51095,-79.937454,4,3.375,1,1,3,8,19,
451 Pearl St,15224,40.45954,-79.95167,97,3.775,1.470588235,20,6,89,62,80
2323 Larkins Way,15203,40.427017,-79.972275,61,3.85,1.833333333,18,4,93,61,59
4917 E Willock Rd,15227,40.359325,-79.96592,2,2.25,2,1,,32,33,
1545 Baldwick Rd,15205,40.42667,-80.061584,38,2.75,1.222222222,4,1,57,39,24
2712 Connecticut Ave,15216,40.40089,-80.03503,38,3.9,1.333333333,2,5,74,46,35
1700 Lincoln Ave,15206,40.472263,-79.890564,0,0,0,0,0,24,34,10
10420 Frankstown Rd,15235,40.46101,-79.84683,3,3.5,1,,,38,31,31
5120 Bayard St,15232,40.452415,-79.94044,96,3.4,1.333333333,20,11,81,72,65
1015 Locharron Ct,15239,40.503155,-79.75073,2,3.75,1,0,,1,0,
111 Oxbridge Dr,15237,40.553116,-80.004456,17,2.705882353,1.333333333,,0,9,28,
153 Woodshire Dr,15215,40.492287,-79.88367,21,3.275,1.529411765,2,2,14,39,14
1156 South Ave,15221,40.438797,-79.87621,20,4.2,1.727272727,2,4,61,58,35
3913 Portman Ave,15214,40.489746,-80.02246,1,4.5,0,3,,55,39,37
105 Columbia Dr,15236,40.331,-79.95837,15,3.866666667,1.727272727,0,2,39,29,16
142 Dutch Ln,15236,40.329067,-79.96387,13,3.807692308,1.777777778,0,1,27,0,
1610 Methyl St,15216,40.409996,-80.02589,17,3.705882353,1.307692308,0,1,54,49,29
183 Plymouth St,15211,40.436428,-80.02071,19,3.210526316,2.357142857,20,2,59,65,33
664 Field Club Rd,15238,40.51855,-79.86325,1,1,0,0,,12,16,11
335 Reifert St,15210,40.40957,-79.9951,10,2.75,1.125,1,1,57,58,23
5450 Stanton Ave,15206,40.47226,-79.92903,24,3.675,1.875,11,4,46,51,83
605 Shady Ave,15206,40.45345,-79.92075,54,3.425,1.666666667,17,7,73,69,81
130 Burr St,15210,40.411682,-79.97832,3,4.5,1,2,1,42,43,19
417 Hoodridge Dr,15234,40.367535,-80.03386,20,3.575,1.684210526,1,1,55,53,26
1921 Chislett St,15206,40.487045,-79.92408,33,3.675,1.833333333,1,3,54,45,27
2034 Swallow Hill Rd #332,15220,40.398468,-80.07725,29,3.4,1.666666667,2,3,18,38,13
2329 Engelwood Dr,15241,40.33616,-80.08784,2,3,1,1,,3,0,1
4411 Bayard St,15213,40.448097,-79.95358,137,3.475,1.5625,20,6,85,70,60
2854 Perrysville Ave,15214,40.47512,-80.011,0,0,0,3,,32,41,15
2508 Mission St,15203,40.422684,-79.971825,59,3.875,1.777777778,18,4,83,50,29
724 Robinwood Dr #3,15220,40.39242,-80.06028,12,3.125,1.545454545,1,2,61,34,20
121 Millstone Ln,15238,40.536407,-79.89293,0,0,0,1,,2,0,3
2747 Beechwood Blvd,15217,40.42614,-79.918755,53,3.85,1.5,4,7,68,47,60
3537 Myrna Dr,15241,40.31779,-80.06682,2,3.25,2,0,1,18,0,
2179 Clairmont Dr,15241,40.344204,-80.09039,2,3,1,0,,4,19,
113 Crescent Hills Rd,15235,40.472954,-79.82314,25,3.125,1.2,1,3,45,28,
1557 Orchardview Dr,15220,40.40244,-80.062904,14,3,1.75,0,2,43,30,
217 Bigelow St,15207,40.42102,-79.94516,7,3.428571429,1.5,0,1,55,38,32
36 Standish Blvd,15228,40.363285,-80.04888,19,3.684210526,1.916666667,2,2,47,24,24
549 Southern Ave,15211,40.422394,-80.011986,27,3.575,1.5,1,3,44,64,22
325 Inwood Rd,15237,40.5744,-80.04181,7,3.357142857,1.2,3,1,22,19,11
368 Sharon Dr,15221,40.430103,-79.851654,10,4.05,1.714285714,0,0,15,26,
3216 Waterford Ct,15238,40.563766,-79.90132,0,0,0,0,,4,0,
6917 Manistee St,15206,40.486744,-79.92317,32,3.725,1.923076923,1,3,52,45,26
447 Edith St,15211,40.435112,-80.024994,12,3.583333333,2.454545455,10,0,39,58,25
308 Holiday Dr,15237,40.54836,-80.04395,11,3.681818182,1.222222222,1,1,28,0,16
154 Senate Dr,15236,40.334675,-79.95735,15,3.866666667,1.727272727,0,5,32,39,11
2607 Chartiers Ave,15204,40.45124,-80.051,0,0,0,0,0,40,45,13
4045 Portman Ave,15214,40.49132,-80.02171,12,4.5,2,3,,54,42,37
5267 Holmes St #405,15201,40.480396,-79.95092,18,3.972222222,1.5625,16,2,66,41,41
925 Bryn Mawr Rd,15219,40.451874,-79.9577,115,3.225,1.8125,20,8,58,71,51
1422 Hyde St,15205,40.43427,-80.055305,20,2.775,1.117647059,3,1,54,39,30
1952 Arlington Ave,15210,40.41763,-79.97865,69,3.8,1.611111111,17,3,58,48,22
417 Forest Highlands Dr,15238,40.5305,-79.85418,0,0,0,1,,0,30,
443 Allegheny Ave,15239,40.49006,-79.77636,5,3.4,1.25,,0,32,28,
705 Ivy St,15232,40.452896,-79.93252,81,3.875,1.941176471,20,11,97,73,90
1145 Goettman St,15212,40.458096,-79.99011,65,3.95,1.866666667,20,9,58,52,50
112 Beltzhoover Ave,15210,40.421825,-79.99778,22,3.5,1.705882353,8,3,68,65,60
325 Stratford Ave,15232,40.460163,-79.93349,79,3.75,2.133333333,20,10,92,70,63
139 Sheldon Ave,15220,40.41569,-80.05477,14,2.392857143,1.181818182,2,0,25,30,
5944 Phillips Ave,15217,40.43207,-79.91889,60,3.9,1.529411765,5,8,84,50,66
1317 Vixen St,15220,40.449802,-80.04225,6,4.25,1.25,4,,23,44,8
1703 Moynelle Dr,15243,40.365482,-80.077896,3,4.166666667,1.666666667,0,,7,26,9
1280 6th St,15234,40.37211,-80.00428,6,3.166666667,1.333333333,,0,31,49,12
2080 Walton Ave,15210,40.391422,-79.99438,11,3.272727273,1.111111111,,0,48,58,29
1004 Norwood Ave,15202,40.510494,-80.06962,14,4.428571429,1.857142857,1,2,18,33,6
3230 Mitchell St,15212,40.47628,-80.028496,11,3.772727273,1.285714286,2,1,56,42,40
1818 Sidney St,15203,40.429447,-79.97964,76,3.6,1.421052632,20,5,99,68,98
33 Richland Ave,15229,40.51537,-80.0269,14,3.428571429,1.357142857,1,3,41,37,
1255 Gallupe Dr,15226,40.39467,-80.00943,8,3.5625,1.428571429,1,1,41,48,33
1685 Doyle St,15221,40.456234,-79.86005,4,3.125,2,,1,35,37,34
144 Hidden Valley Dr,15237,40.525993,-80.040405,10,3.1,1.3,0,2,14,32,10
211 Woodside Rd,15221,40.436127,-79.85904,3,3.833333333,1,0,,19,32,11
234 Long Rd,15235,40.463055,-79.83334,20,3.125,1.2,1,2,48,31,
5231 Stanton Ave,15201,40.478218,-79.949646,15,3.933333333,1.727272727,20,2,64,44,43
1208 Wareman Ave,15226,40.390575,-80.01318,15,3.7,1.230769231,1,1,56,39,28
396 Cavan Dr,15236,40.322067,-79.960304,3,3.166666667,2,0,1,35,16,22
401 Landon Gate Gdn,15238,40.52534,-79.919136,0,0,0,,,1,0,
30 Fairfield Ct,15201,40.482647,-79.934135,14,4.5,1.833333333,0,1,14,46,45
5011 Windover Dr,15205,40.437836,-80.12144,0,0,0,0,,5,16,2
1319 Old Leechburg Rd,15239,40.507053,-79.74296,2,3.75,1,0,,1,0,
511 Bower Hill Rd,15228,40.38489,-80.05266,35,3.85,1.722222222,6,2,66,46,24
6826 Church Ave,15202,40.50752,-80.07866,10,4.5,1.6,1,0,37,37,13
6311 Saint Marie St,15206,40.468025,-79.916016,40,3.9,1.625,8,5,60,50,68
100 Denniston St #85,15206,40.458588,-79.92008,52,3.425,1.722222222,17,7,86,68,74
104 Vernon Dr,15228,40.371517,-80.0539,2,3.5,1.5,5,0,43,33,22
220 N Dithridge St #803,15213,40.449703,-79.951805,140,3.275,1.625,20,7,88,71,75
219 Pinchtown Rd,15236,40.38028,-79.94701,0,0,0,1,,10,25,4
987 Elizabeth St,15221,40.423325,-79.83763,8,3,1.166666667,1,2,17,23,8
102 Green Vista Dr,15237,40.532387,-80.102,0,0,0,,,1,0,
1286 Folkstone Dr,15243,40.366024,-80.06456,3,3.333333333,1.666666667,2,0,19,25,
400 Augusta St,15211,40.43611,-80.02394,20,3.275,2.266666667,14,1,50,56,27
208 Highland Pines Dr,15237,40.548313,-80.04095,11,3.681818182,1.222222222,1,1,45,0,
3240 Brownsville Rd,15227,40.377934,-79.97578,37,3.7,1.166666667,1,2,74,41,
4 Imperial Ct,15215,40.5177,-79.923,0,0,0,,,5,0,7
7233 Lemington Ave,15206,40.467167,-79.892426,3,4.666666667,0,1,,42,42,47
429 Nelbon Ave,15235,40.4572,-79.845345,3,3.5,1,,,37,34,26
1217 Biltmore Ave,15216,40.38917,-80.03866,52,3.55,1.533333333,7,4,71,48,35
279 Richland Dr,15235,40.448826,-79.83223,2,4.5,2,0,0,24,22,
407 Cherrywood Dr,15214,40.49145,-80.00043,1,4.5,2,1,,0,38,9
5857 Northumberland St,15217,40.44199,-79.92116,62,3.675,1.611111111,10,5,85,54,75
1567 Clark St,15221,40.445343,-79.87113,8,4.0625,1,1,4,58,48,
350 S Graham St,15232,40.46038,-79.93691,62,3.5,1.5,20,9,86,68,64
214 Park St,15209,40.48702,-79.96775,25,4.125,1.785714286,7,0,35,32,32
176 W View Ave,15229,40.502144,-80.0158,11,4.5,2,0,0,3,41,12
741 Somerville Dr,15243,40.36453,-80.072525,3,3.333333333,1.666666667,1,,11,25,11
1917 Wharton St,15203,40.43063,-79.97819,76,3.425,1.45,20,5,92,70,96
941 Millerdale St,15201,40.476593,-79.93833,11,4.136363636,1.25,13,4,21,45,35
110 Ramage Rd,15214,40.490273,-80.00126,1,4.5,2,1,,0,38,9
1459 Hawthorne St,15201,40.48472,-79.93505,12,3.833333333,1.666666667,0,1,37,42,31
139 Home St,15201,40.474945,-79.96006,62,3.85,1.736842105,20,4,77,49,96
1308 Varner Rd,15227,40.361774,-79.971504,5,3.8,1,2,2,36,38,19
151 Lebeau Pike,15221,40.414764,-79.84059,16,3.15625,1.5,0,2,37,32,
5361 Brownsville Rd,15236,40.338825,-79.983925,11,3.454545455,1.285714286,1,1,45,33,
2120 Greentree Rd #606E,15220,40.392372,-80.07141,16,3.5,2,0,2,61,32,23
167 S 17th St,15203,40.426373,-79.98212,68,3.5,1.722222222,19,4,91,62,70
820 Westgate Dr,15241,40.357277,-80.070114,2,3,2,,0,20,19,
122 Easley Rd,15237,40.527473,-79.98946,1,3.5,1,,,27,12,10
2956 Voelkel Ave,15216,40.396976,-80.03833,40,3.6,1.411764706,3,4,84,47,44
1607 Aurelius St,15218,40.42442,-79.89566,22,3.3,1.4375,6,2,62,46,53
231 Arabella St,15210,40.41256,-79.99204,16,3.3125,1.384615385,1,1,72,54,39
1014 Old Gate Rd,15235,40.446266,-79.85514,0,0,0,,0,61,52,61
22 Maplewood Ave,15205,40.434914,-80.06279,37,3.375,1.235294118,4,2,58,47,28
811 Greenhill Rd,15209,40.503532,-79.983826,4,3.5,1.5,,1,26,13,20
4606 Colvin Ct,15236,40.320335,-79.983116,2,3,0,,,8,15,
602 Carriage Cir,15205,40.42819,-80.1033,1,3.5,1,2,,11,0,14
220 Hawthorne Ct,15221,40.428097,-79.86765,6,3.666666667,1.25,1,0,11,34,
1726 Loretta Dr,15235,40.495354,-79.793335,0,0,0,,1,24,28,9
3144 Ashlyn St,15204,40.457012,-80.05723,16,4.3125,1.714285714,2,1,59,44,31
1636 Oakhurst St,15210,40.398495,-79.99107,17,3.147058824,1.153846154,,1,76,56,46
227 S Home Ave #403,15202,40.49649,-80.06329,33,3.225,1.235294118,3,2,71,40,33
1204 Tweed St,15204,40.455463,-80.06454,15,4.3,1.714285714,2,1,50,42,28
606 Broadhead Ave,15205,40.435562,-80.073944,22,3.85,1.333333333,3,1,60,46,26
1520 Worcester Dr,15243,40.370975,-80.07895,3,4.166666667,1.666666667,1,,26,29,7
115 Fiesta Dr,15239,40.474964,-79.709114,5,3.3,1.25,,1,35,21,
460 Ridgemont Dr,15220,40.432518,-80.035934,11,4.181818182,1.142857143,3,1,16,32,7
521 Davis Ave,15209,40.494686,-79.96219,9,4.611111111,2,0,0,13,26,6
4109 Haldane St,15207,40.423904,-79.942665,6,3.333333333,1.4,1,1,62,43,48
2246 Lehigh St,15218,40.4269,-79.877304,17,4.147058824,1.666666667,3,4,43,44,
1195 Chislett St,15206,40.479656,-79.92894,9,4.166666667,1.875,0,2,47,42,37
200 Union St,15221,40.438503,-79.89437,20,3.575,1.444444444,8,4,65,61,82
1854 Clayton Ave,15214,40.460632,-80.01117,34,4.05,1.5625,14,2,40,52,39
1317 Creedmoor Ave,15226,40.389706,-80.01264,13,3.576923077,1.272727273,1,1,52,38,24
532 Haverhill Rd,15228,40.377426,-80.02082,11,4.045454545,1.142857143,0,2,18,40,
4042 California Ave,15212,40.487312,-80.044586,21,3.95,1.538461538,1,2,59,43,34
2101 Noblestown Rd,15205,40.4323,-80.05182,21,2.775,1.117647059,2,1,66,35,31
52 S 20th St,15203,40.430164,-79.977684,80,3.425,1.5,20,5,95,67,72
2216 Temperance Dr,15237,40.569885,-80.06755,3,4.5,2,0,0,1,0,
